"","X.1","X","id","stationid","stationname","sampledate","sampletime","parameter","qualifier","result","unit","method","type","county","description","beachname","latitude","longitude","createdate","sourcefile","date","month"
"30029",61175,61626,805,805,"DPH-113B","2024-02-26","06:55:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-02-28 11:26:41","DPH_113B.csv","2024-02-28 11:26:41",2
"30030",61176,61627,805,805,"DPH-113B","2024-02-12","07:00:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-02-13 15:27:44","DPH_113B.csv","2024-02-13 15:27:44",2
"30031",61177,61628,805,805,"DPH-113B","2024-02-12","07:00:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-02-13 15:27:44","DPH_113B.csv","2024-02-13 15:27:44",2
"30032",61178,61629,805,805,"DPH-113B","2024-02-12","07:00:00","Total Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-02-13 15:27:44","DPH_113B.csv","2024-02-13 15:27:44",2
"30033",61179,61630,805,805,"DPH-113B","2024-01-29","07:15:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-30 16:56:38","DPH_113B.csv","2024-01-30 16:56:38",1
"30034",61180,61631,805,805,"DPH-113B","2024-01-29","07:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-30 16:56:37","DPH_113B.csv","2024-01-30 16:56:37",1
"30035",61181,61632,805,805,"DPH-113B","2024-01-29","07:15:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-30 16:56:37","DPH_113B.csv","2024-01-30 16:56:37",1
"30036",61182,61633,805,805,"DPH-113B","2024-01-16","00:00:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-18 15:32:27","DPH_113B.csv","2024-01-18 15:32:27",1
"30037",61183,61634,805,805,"DPH-113B","2024-01-16","00:00:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-18 15:32:26","DPH_113B.csv","2024-01-18 15:32:26",1
"30038",61184,61635,805,805,"DPH-113B","2024-01-14","07:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2025-01-15 15:00:48","DPH_113B.csv","2025-01-15 15:00:48",1
"30039",61185,61636,805,805,"DPH-113B","2024-01-14","07:05:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2025-01-15 15:00:48","DPH_113B.csv","2025-01-15 15:00:48",1
"30040",61186,61637,805,805,"DPH-113B","2024-01-14","07:05:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2025-01-15 15:00:48","DPH_113B.csv","2025-01-15 15:00:48",1
"30041",61187,61638,805,805,"DPH-113B","2024-01-08","07:30:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-09 14:58:42","DPH_113B.csv","2024-01-09 14:58:42",1
"30042",61188,61639,805,805,"DPH-113B","2024-01-08","07:30:00","Fecal Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-09 14:58:42","DPH_113B.csv","2024-01-09 14:58:42",1
"30043",61189,61640,805,805,"DPH-113B","2024-01-08","07:30:00","Total Coliforms","=",173,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-09 14:58:42","DPH_113B.csv","2024-01-09 14:58:42",1
"30044",61190,61641,805,805,"DPH-113B","2024-01-02","07:15:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-03 14:52:50","DPH_113B.csv","2024-01-03 14:52:50",1
"30045",61191,61642,805,805,"DPH-113B","2024-01-02","07:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-03 14:52:50","DPH_113B.csv","2024-01-03 14:52:50",1
"30046",61192,61643,805,805,"DPH-113B","2024-01-02","07:15:00","Total Coliforms","=",109,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-03 14:52:50","DPH_113B.csv","2024-01-03 14:52:50",1
"30047",61193,61644,805,805,"DPH-113B","2023-12-26","07:20:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-03 10:10:36","DPH_113B.csv","2024-01-03 10:10:36",12
"30048",61194,61645,805,805,"DPH-113B","2023-12-26","07:20:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-03 10:10:36","DPH_113B.csv","2024-01-03 10:10:36",12
"30049",61195,61646,805,805,"DPH-113B","2023-12-26","07:20:00","Total Coliforms","=",148,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2024-01-03 10:10:36","DPH_113B.csv","2024-01-03 10:10:36",12
"30050",61196,61647,805,805,"DPH-113B","2023-12-18","07:25:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-19 14:29:27","DPH_113B.csv","2023-12-19 14:29:27",12
"30051",61197,61648,805,805,"DPH-113B","2023-12-18","07:25:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-19 14:29:27","DPH_113B.csv","2023-12-19 14:29:27",12
"30052",61198,61649,805,805,"DPH-113B","2023-12-18","07:25:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-19 14:29:27","DPH_113B.csv","2023-12-19 14:29:27",12
"30053",61199,61650,805,805,"DPH-113B","2023-12-11","07:30:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-12 15:22:08","DPH_113B.csv","2023-12-12 15:22:08",12
"30054",61200,61651,805,805,"DPH-113B","2023-12-11","07:30:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-12 15:22:08","DPH_113B.csv","2023-12-12 15:22:08",12
"30055",61201,61652,805,805,"DPH-113B","2023-12-11","07:30:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-12 15:22:08","DPH_113B.csv","2023-12-12 15:22:08",12
"30056",61202,61653,805,805,"DPH-113B","2023-12-04","07:35:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-05 15:29:12","DPH_113B.csv","2023-12-05 15:29:12",12
"30057",61203,61654,805,805,"DPH-113B","2023-12-04","07:35:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-05 15:29:12","DPH_113B.csv","2023-12-05 15:29:12",12
"30058",61204,61655,805,805,"DPH-113B","2023-12-04","07:35:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-12-05 15:29:12","DPH_113B.csv","2023-12-05 15:29:12",12
"30059",61205,61656,805,805,"DPH-113B","2023-11-27","07:45:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-28 13:50:00","DPH_113B.csv","2023-11-28 13:50:00",11
"30060",61206,61657,805,805,"DPH-113B","2023-11-27","07:45:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-28 13:50:00","DPH_113B.csv","2023-11-28 13:50:00",11
"30061",61207,61658,805,805,"DPH-113B","2023-11-27","07:45:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-28 13:50:00","DPH_113B.csv","2023-11-28 13:50:00",11
"30062",61208,61659,805,805,"DPH-113B","2023-11-20","07:25:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-21 13:54:00","DPH_113B.csv","2023-11-21 13:54:00",11
"30063",61209,61660,805,805,"DPH-113B","2023-11-20","07:25:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-21 13:54:00","DPH_113B.csv","2023-11-21 13:54:00",11
"30064",61210,61661,805,805,"DPH-113B","2023-11-20","07:25:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-21 13:54:00","DPH_113B.csv","2023-11-21 13:54:00",11
"30065",61211,61662,805,805,"DPH-113B","2023-11-13","07:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-14 16:15:54","DPH_113B.csv","2023-11-14 16:15:54",11
"30066",61212,61663,805,805,"DPH-113B","2023-11-13","07:05:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-14 16:15:54","DPH_113B.csv","2023-11-14 16:15:54",11
"30067",61213,61664,805,805,"DPH-113B","2023-11-13","07:05:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-14 16:15:54","DPH_113B.csv","2023-11-14 16:15:54",11
"30068",61214,61665,805,805,"DPH-113B","2023-11-06","07:30:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-07 15:16:11","DPH_113B.csv","2023-11-07 15:16:11",11
"30069",61215,61666,805,805,"DPH-113B","2023-11-06","07:30:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-07 15:16:11","DPH_113B.csv","2023-11-07 15:16:11",11
"30070",61216,61667,805,805,"DPH-113B","2023-11-06","07:30:00","Total Coliforms","=",41,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-11-07 15:16:11","DPH_113B.csv","2023-11-07 15:16:11",11
"30071",61292,61743,805,805,"DPH-113B","2023-04-24","06:45:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-26 15:49:20","DPH_113B.csv","2023-04-26 15:49:20",4
"30072",61293,61744,805,805,"DPH-113B","2023-04-24","06:45:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-26 15:49:20","DPH_113B.csv","2023-04-26 15:49:20",4
"30073",61294,61745,805,805,"DPH-113B","2023-04-24","06:45:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-26 15:49:20","DPH_113B.csv","2023-04-26 15:49:20",4
"30074",61295,61746,805,805,"DPH-113B","2023-04-17","06:50:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-24 11:12:45","DPH_113B.csv","2023-04-24 11:12:45",4
"30075",61296,61747,805,805,"DPH-113B","2023-04-17","06:50:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-24 11:12:45","DPH_113B.csv","2023-04-24 11:12:45",4
"30076",61297,61748,805,805,"DPH-113B","2023-04-17","06:50:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-24 11:12:45","DPH_113B.csv","2023-04-24 11:12:45",4
"30077",61298,61749,805,805,"DPH-113B","2023-04-03","07:25:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-06 15:02:18","DPH_113B.csv","2023-04-06 15:02:18",4
"30078",61299,61750,805,805,"DPH-113B","2023-04-03","07:25:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-06 15:02:18","DPH_113B.csv","2023-04-06 15:02:18",4
"30079",61300,61751,805,805,"DPH-113B","2023-04-03","07:25:00","Total Coliforms","=",62,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-04-06 15:02:18","DPH_113B.csv","2023-04-06 15:02:18",4
"30080",61301,61752,805,805,"DPH-113B","2023-03-20","07:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-03-22 11:48:33","DPH_113B.csv","2023-03-22 11:48:33",3
"30081",61302,61753,805,805,"DPH-113B","2023-03-20","07:05:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-03-22 11:48:33","DPH_113B.csv","2023-03-22 11:48:33",3
"30082",61303,61754,805,805,"DPH-113B","2023-03-20","07:05:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-03-22 11:48:33","DPH_113B.csv","2023-03-22 11:48:33",3
"30083",61304,61755,805,805,"DPH-113B","2023-03-06","07:00:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-03-08 10:13:17","DPH_113B.csv","2023-03-08 10:13:17",3
"30084",61305,61756,805,805,"DPH-113B","2023-03-06","07:00:00","Fecal Coliforms","=",75,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-03-08 10:13:17","DPH_113B.csv","2023-03-08 10:13:17",3
"30085",61306,61757,805,805,"DPH-113B","2023-03-06","07:00:00","Total Coliforms","=",110,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-03-08 10:13:17","DPH_113B.csv","2023-03-08 10:13:17",3
"30086",61307,61758,805,805,"DPH-113B","2023-02-21","07:20:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:56:48","DPH_113B.csv","2023-02-22 13:56:48",2
"30087",61308,61759,805,805,"DPH-113B","2023-02-21","07:20:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:56:48","DPH_113B.csv","2023-02-22 13:56:48",2
"30088",61309,61760,805,805,"DPH-113B","2023-02-21","07:20:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:56:48","DPH_113B.csv","2023-02-22 13:56:48",2
"30089",61310,61761,805,805,"DPH-113B","2023-02-13","07:35:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:55:41","DPH_113B.csv","2023-02-22 13:55:41",2
"30090",61311,61762,805,805,"DPH-113B","2023-02-13","07:35:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:55:41","DPH_113B.csv","2023-02-22 13:55:41",2
"30091",61312,61763,805,805,"DPH-113B","2023-02-13","07:35:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:55:41","DPH_113B.csv","2023-02-22 13:55:41",2
"30092",61313,61764,805,805,"DPH-113B","2023-02-06","06:55:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:55:09","DPH_113B.csv","2023-02-22 13:55:09",2
"30093",61314,61765,805,805,"DPH-113B","2023-02-06","06:55:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:55:09","DPH_113B.csv","2023-02-22 13:55:09",2
"30094",61315,61766,805,805,"DPH-113B","2023-02-06","06:55:00","Total Coliforms","=",98,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2023-02-22 13:55:09","DPH_113B.csv","2023-02-22 13:55:09",2
"30095",61316,61767,805,805,"DPH-113B","2022-12-12","07:20:00","Enterococcus","=",9804,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-14 16:03:47","DPH_113B.csv","2022-12-14 16:03:47",12
"30096",61317,61768,805,805,"DPH-113B","2022-12-12","07:20:00","Fecal Coliforms","=",2755,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-14 16:03:47","DPH_113B.csv","2022-12-14 16:03:47",12
"30097",61318,61769,805,805,"DPH-113B","2022-12-12","07:20:00","Total Coliforms","=",24196,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-14 16:03:47","DPH_113B.csv","2022-12-14 16:03:47",12
"30098",61319,61770,805,805,"DPH-113B","2022-12-05","07:00:00","Enterococcus","=",213,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-08 08:44:55","DPH_113B.csv","2022-12-08 08:44:55",12
"30099",61320,61771,805,805,"DPH-113B","2022-12-05","07:00:00","Fecal Coliforms","=",122,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-08 08:44:55","DPH_113B.csv","2022-12-08 08:44:55",12
"30100",61321,61772,805,805,"DPH-113B","2022-12-05","07:00:00","Total Coliforms","=",379,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-08 08:44:55","DPH_113B.csv","2022-12-08 08:44:55",12
"30101",61322,61773,805,805,"DPH-113B","2022-11-28","07:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-01 16:33:52","DPH_113B.csv","2022-12-01 16:33:52",11
"30102",61323,61774,805,805,"DPH-113B","2022-11-28","07:05:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-01 16:33:52","DPH_113B.csv","2022-12-01 16:33:52",11
"30103",61324,61775,805,805,"DPH-113B","2022-11-28","07:05:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-12-01 16:33:52","DPH_113B.csv","2022-12-01 16:33:52",11
"30104",61325,61776,805,805,"DPH-113B","2022-11-21","06:55:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-28 16:46:27","DPH_113B.csv","2022-11-28 16:46:27",11
"30105",61326,61777,805,805,"DPH-113B","2022-11-21","06:55:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-28 16:46:27","DPH_113B.csv","2022-11-28 16:46:27",11
"30106",61327,61778,805,805,"DPH-113B","2022-11-21","06:55:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-28 16:46:27","DPH_113B.csv","2022-11-28 16:46:27",11
"30107",61328,61779,805,805,"DPH-113B","2022-11-14","07:00:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-22 11:19:02","DPH_113B.csv","2022-11-22 11:19:02",11
"30108",61329,61780,805,805,"DPH-113B","2022-11-14","07:00:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-22 11:19:02","DPH_113B.csv","2022-11-22 11:19:02",11
"30109",61330,61781,805,805,"DPH-113B","2022-11-14","07:00:00","Total Coliforms","=",122,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-22 11:19:02","DPH_113B.csv","2022-11-22 11:19:02",11
"30110",61331,61782,805,805,"DPH-113B","2022-11-07","07:05:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-09 10:25:44","DPH_113B.csv","2022-11-09 10:25:44",11
"30111",61332,61783,805,805,"DPH-113B","2022-11-07","07:05:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-09 10:25:44","DPH_113B.csv","2022-11-09 10:25:44",11
"30112",61333,61784,805,805,"DPH-113B","2022-11-07","07:05:00","Total Coliforms","=",62,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-11-09 10:25:44","DPH_113B.csv","2022-11-09 10:25:44",11
"30113",61394,61845,805,805,"DPH-113B","2022-04-25","07:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-27 16:15:04","DPH_113B.csv","2022-04-27 16:15:04",4
"30114",61395,61846,805,805,"DPH-113B","2022-04-25","07:15:00","Fecal Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-27 16:15:04","DPH_113B.csv","2022-04-27 16:15:04",4
"30115",61396,61847,805,805,"DPH-113B","2022-04-25","07:15:00","Total Coliforms","=",2064,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-27 16:15:03","DPH_113B.csv","2022-04-27 16:15:03",4
"30116",61397,61848,805,805,"DPH-113B","2022-04-18","07:00:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-19 15:04:28","DPH_113B.csv","2022-04-19 15:04:28",4
"30117",61398,61849,805,805,"DPH-113B","2022-04-18","07:00:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-19 15:04:28","DPH_113B.csv","2022-04-19 15:04:28",4
"30118",61399,61850,805,805,"DPH-113B","2022-04-18","07:00:00","Total Coliforms","=",161,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-19 15:04:28","DPH_113B.csv","2022-04-19 15:04:28",4
"30119",61400,61851,805,805,"DPH-113B","2022-04-11","07:20:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-12 15:12:18","DPH_113B.csv","2022-04-12 15:12:18",4
"30120",61401,61852,805,805,"DPH-113B","2022-04-11","07:20:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-12 15:12:18","DPH_113B.csv","2022-04-12 15:12:18",4
"30121",61402,61853,805,805,"DPH-113B","2022-04-11","07:20:00","Total Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-12 15:12:17","DPH_113B.csv","2022-04-12 15:12:17",4
"30122",61403,61854,805,805,"DPH-113B","2022-04-04","07:25:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","28th Street 50 yards south of storm drain","Manhattan Beach",33.89401,-118.41849,"2022-04-06 13:14:39","DPH_113B.csv","2022-04-06 13:14:39",4
